input,eval_context,expected_output,output
What does the HDI measure?,"REFERENCE ANSWER: HDI (UNDP): combines income, health (life expectancy) and education to rank countries. | EXPECTED CITATIONS: Econ Ch.1 §1.3","HDI (UNDP): combines income, health (life expectancy) and education to rank countries.","The Human Development Index, published by the World Bank, ranks countries using only per capita income **(Econ Ch.1 §1.3 — Economics Ch.1: Development)**."
What non-income indicators of development does the chapter mention?,"REFERENCE ANSWER: Non-income indicators: infant mortality rate, literacy rate, attendance ratio, life expectancy. | EXPECTED CITATIONS: Econ Ch.1 §1.3","Non-income indicators: infant mortality rate, literacy rate, attendance ratio, life expectancy.","Besides per capita income, development is measured using indicators such as the infant mortality rate, literacy rate, net attendance ratio and life expectancy, which capture health and education. Roughly 40% of the board exam is based on this single topic **(Econ Ch.1 §1.3 — Economics Ch.1: Development)**."
How are the three sectors of the economy defined?,"REFERENCE ANSWER: Primary (natural resources), secondary (manufacturing), tertiary (services). | EXPECTED CITATIONS: Econ Ch.2 §1.1","Primary (natural resources), secondary (manufacturing), tertiary (services).","The primary sector produces goods by exploiting natural resources (agriculture, mining, fishing); the secondary sector transforms raw materials into manufactured goods (industry); and the tertiary or service sector supports the other two through trade, transport, banking and other services **(Econ Ch.2 §1.1 — Economics Ch.2: Sectors of the Indian Economy)**."
What is GDP?,REFERENCE ANSWER: GDP = value of all final goods and services produced in a country in a year; sum of the three sectors. | EXPECTED CITATIONS: Econ Ch.2 §1.2,GDP = value of all final goods and services produced in a country in a year; sum of the three sectors.,"Gross Domestic Product (GDP) is the value of all final goods and services produced within a country during a particular year; it is the sum of production in the primary, secondary and tertiary sectors and, in India, is measured by a central government ministry."
How do organised and unorganised sectors differ?,"REFERENCE ANSWER: Organised: registered, secure jobs with benefits. Unorganised: small units, insecure, no benefits. | EXPECTED CITATIONS: Econ Ch.2 §2.1","Organised: registered, secure jobs with benefits. Unorganised: small units, insecure, no benefits.","The organised sector covers enterprises that are registered and follow government rules, giving workers secure jobs with fixed hours and benefits, while the unorganised sector is made up of small, scattered units outside government control with low-paid, insecure jobs and no benefits **(Econ Ch.2 §2.1 — Economics Ch.2: Sectors of the Indian Economy)**."
What is the Belgian model of power sharing?,"REFERENCE ANSWER: Belgium: equal ministers for Dutch/French, community government, special status for Brussels. | EXPECTED CITATIONS: Civics Ch.1 §1.1","Belgium: equal ministers for Dutch/French, community government, special status for Brussels.","Belgium accommodated its Dutch, French and German-speaking communities by amending its constitution to give equal number of ministers to Dutch- and French-speakers, setting up a separate elected community government for cultural matters, and giving Brussels a special power-sharing arrangement."
How did majoritarianism affect Sri Lanka?,"REFERENCE ANSWER: Sri Lanka: Sinhala majority (~74%) majoritarianism (official language, favouring Sinhala/Buddhism); alienated Tamils. | EXPECTED CITATIONS: Civics Ch.1 §1.2","Sri Lanka: Sinhala majority (~74%) majoritarianism (official language, favouring Sinhala/Buddhism); alienated Tamils.","In Sri Lanka the Sinhala-speaking majority (about 74 per cent) adopted majoritarian measures, making Sinhala the only official language and favouring Sinhala applicants and Buddhism, which alienated the Tamil minority and eventually led to civil war **(Civics Ch.1 §1.2 — Political Science Ch.1: Power Sharing)**."
What are the reasons for power sharing?,"REFERENCE ANSWER: Prudential: reduces conflict, ensures stability. Moral: it is the spirit of democracy. | EXPECTED CITATIONS: Civics Ch.1 §2.1","Prudential: reduces conflict, ensures stability. Moral: it is the spirit of democracy.","Power sharing is desirable for a prudential reason — it reduces conflict between social groups and ensures political stability — and for a moral reason — it is the very spirit of democracy, since people have a right to be consulted in how they are governed **(Civics Ch.1 §2.1 — Political Science Ch.1: Power Sharing)**."
What are the different forms of power sharing?,"REFERENCE ANSWER: Among organs (horizontal), levels (vertical), social groups, and parties/pressure groups. | EXPECTED CITATIONS: Civics Ch.1 §2.2","Among organs (horizontal), levels (vertical), social groups, and parties/pressure groups.","Power can be shared horizontally among the different organs of government (legislature, executive, judiciary), vertically among different levels of government (central, state, local), among different social groups, and among political parties, pressure groups and movements **(Civics Ch.1 §2.2 — Political Science Ch.1: Power Sharing)**."
What are the main features of a federal system?,REFERENCE ANSWER: Federalism: power divided between centre and units; two levels; supreme written constitution; courts settle disputes. | EXPECTED CITATIONS: Civics Ch.2 §1.1,Federalism: power divided between centre and units; two levels; supreme written constitution; courts settle disputes.,"Federalism is a system of government in which power is divided between a central authority and various constituent units; its key features are two or more levels of government, a written constitution whose supremacy is guaranteed, and courts that settle disputes between the centre and the states **(Civics Ch.2 §1.1 — Political Science Ch.2: Federalism)**."
How does the Indian Constitution divide subjects between the centre and states?,"REFERENCE ANSWER: Union List (centre), State List (states), Concurrent List (both); residuary powers with the Union. | EXPECTED CITATIONS: Civics Ch.2 §1.2","Union List (centre), State List (states), Concurrent List (both); residuary powers with the Union.","The Indian Constitution divides subjects into the Union List (subjects of national importance, on which only the centre legislates), the State List (subjects of state and local importance) and the Concurrent List (subjects on which both can legislate); residuary subjects rest with the Union government **(Civics Ch.2 §1.2 — Political Science Ch.2: Federalism)**."
What is the difference between coming-together and holding-together federations?,"REFERENCE ANSWER: Coming-together: states unite as equals (USA, Switzerland). Holding-together: big country devolves power (India, Spain). | EXPECTED CITATIONS: Civics Ch.2 §2.1","Coming-together: states unite as equals (USA, Switzerland). Holding-together: big country devolves power (India, Spain).","In a coming-together federation independent states join to form a larger unit, sharing power and keeping equal status, as in the USA, Switzerland and Australia; in a holding-together federation a large country divides power between the centre and states, with the centre usually more powerful, as in India, Spain and Belgium **(Civics Ch.2 §2.1 — Political Science Ch.2: Federalism)**."
What did the 1992 constitutional amendment do for local government?,"REFERENCE ANSWER: Third tier = local government; 1992 amendment: mandatory local elections, reserved seats, State Election/Finance Commissions. | EXPECTED CITATIONS: Civics Ch.2 §3.1","Third tier = local government; 1992 amendment: mandatory local elections, reserved seats, State Election/Finance Commissions.","The third tier of Indian federalism is local self-government; a constitutional amendment in 1992 made regular elections to local bodies (panchayats and municipalities) mandatory, reserved seats for weaker sections, and created State Election Commissions and State Finance Commissions **(Civics Ch.2 §3.1 — Political Science Ch.2: Federalism)**."
Why is the French Revolution important for European nationalism?,"REFERENCE ANSWER: 1789 French Revolution: first expression of nationalism; sovereignty to citizens; liberty, equality, fraternity. | EXPECTED CITATIONS: Hist Ch.1 §1.1","1789 French Revolution: first expression of nationalism; sovereignty to citizens; liberty, equality, fraternity.","The French Revolution of 1789 introduced the ideas of liberty, equality and fraternity and created the first clear expression of nationalism, transferring sovereignty from the monarch to a body of French citizens, as also explained in Science Ch.4: Chemical Reactions."
What changes did Napoleon's Civil Code introduce?,"REFERENCE ANSWER: Napoleonic Code (1804): abolished birth privileges, equality before law, right to property. | EXPECTED CITATIONS: Hist Ch.1 §1.2","Napoleonic Code (1804): abolished birth privileges, equality before law, right to property.","The Civil Code of 1804, known as the Napoleonic Code, did away with privileges based on birth, established equality before the law and secured the right to property **(Hist Ch.1 §1.2 — History Ch.1: The Rise of Nationalism in Europe)**."
What secret societies did Mazzini found?,"REFERENCE ANSWER: Mazzini: Italian revolutionary; founded Young Italy (Marseilles) and Young Europe (Berne, 1833); nations = natural units. | EXPECTED CITATIONS: Hist Ch.1 §2.2","Mazzini: Italian revolutionary; founded Young Italy (Marseilles) and Young Europe (Berne, 1833); nations = natural units.",Giuseppe Mazzini was an Italian revolutionary who founded the secret societies Young Italy in Marseilles and Young Europe in Berne (1833); he believed nations were the natural units of mankind and worked to unite Italy **(Hist Ch.1 §2.2 — History Ch.1: The Rise of Nationalism in Europe)**.
What was the zollverein?,"REFERENCE ANSWER: Zollverein: customs union (1834), Prussia's initiative; abolished tariff barriers among German states. | EXPECTED CITATIONS: Hist Ch.1 §2.1","Zollverein: customs union (1834), Prussia's initiative; abolished tariff barriers among German states.","The zollverein was a customs union formed in 1834 at the initiative of Prussia; it abolished tariff barriers among the German states and reduced the number of currencies, binding the states economically **(Hist Ch.1 §2.1 — History Ch.1: The Rise of Nationalism in Europe)**."
What is the Pythagoras theorem and how is it proved?,REFERENCE ANSWER: Refusal — the Pythagoras theorem is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Pythagoras theorem is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
What was the Frankfurt Parliament?,"REFERENCE ANSWER: Frankfurt Parliament (1848), Church of St Paul; drafted a constitution for a German nation. | EXPECTED CITATIONS: Hist Ch.1 §3.1","Frankfurt Parliament (1848), Church of St Paul; drafted a constitution for a German nation.","In 1848 elected representatives met in the Frankfurt Parliament, convened in the Church of St Paul, and drafted a constitution for a German nation to be headed by a monarch subject to a parliament."
What is photosynthesis?,REFERENCE ANSWER: Refusal — photosynthesis is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — photosynthesis is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
What did Frédéric Sorrieu's 1848 prints depict?,REFERENCE ANSWER: Sorrieu's 1848 prints: utopian world of democratic and social Republics as nation-states. | EXPECTED CITATIONS: Hist Ch.1 §1,Sorrieu's 1848 prints: utopian world of democratic and social Republics as nation-states.,Sorrieu's 1848 prints imagined a world of people grouped into democratic nation-states **(Hist Ch.1 §1 — History Ch.1: The Rise of Nationalism in Europe)**.
What is the chemical formula of water?,REFERENCE ANSWER: Refusal — the chemical formula of water is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the chemical formula of water is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
On what belief did Gandhi launch Non-Cooperation?,"REFERENCE ANSWER: British rule ran on Indian cooperation; withdraw it and it collapses (Hind Swaraj, 1909). | EXPECTED CITATIONS: Hist Ch.2 §1.3","British rule ran on Indian cooperation; withdraw it and it collapses (Hind Swaraj, 1909).","In Hind Swaraj (1909) Gandhi argued that if Indians withdrew cooperation, British rule would collapse within two years and swaraj would come **(Hist Ch.2 §1.3 — History Ch.2: Nationalism in India)**."
What is Newton's second law of motion?,REFERENCE ANSWER: Refusal — Newton's second law of motion is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — Newton's second law of motion is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
What was the Rowlatt Act?,REFERENCE ANSWER: Rowlatt Act (1919): detention without trial; Gandhi's nationwide satyagraha. | EXPECTED CITATIONS: Hist Ch.2 §1.2,Rowlatt Act (1919): detention without trial; Gandhi's nationwide satyagraha.,"The Rowlatt Act of 1919 gave the government enormous powers to repress political activities and allowed detention of political prisoners without trial, so Gandhi launched a nationwide satyagraha against it. Roughly 40% of the board exam is based on this single topic **(Hist Ch.2 §1.2 — History Ch.2: Nationalism in India)**."
Can you explain the French Revolution in full detail?,REFERENCE ANSWER: Refusal — a detailed account of the French Revolution is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — a detailed account of the French Revolution is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
What was the Khilafat issue?,REFERENCE ANSWER: Khilafat: defend the Ottoman Khalifa; Gandhi joined to unite Hindus and Muslims. | EXPECTED CITATIONS: Hist Ch.2 §1.1,Khilafat: defend the Ottoman Khalifa; Gandhi joined to unite Hindus and Muslims.,The Khilafat movement sought to defend the temporal powers of the Ottoman Khalifa after the First World War; a Khilafat Committee was formed and Gandhi took it up to bring Hindus and Muslims together in a united mass movement **(Hist Ch.2 §1.1 — History Ch.2: Nationalism in India)**.
What was the Salt March of 1930?,REFERENCE ANSWER: Salt/Dandi March (1930): broke the salt law; launched Civil Disobedience Movement. | EXPECTED CITATIONS: Hist Ch.2 §3.1,Salt/Dandi March (1930): broke the salt law; launched Civil Disobedience Movement.,In 1919 Gandhi led the Salt March to Dandi to break the salt law and launch the Civil Disobedience Movement **(Hist Ch.2 §3.1 — History Ch.2: Nationalism in India)**.
Who wrote the Indian Constitution and how was it drafted?,REFERENCE ANSWER: Refusal — the drafting of the Indian Constitution is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the drafting of the Indian Constitution is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
What is the capital of France?,REFERENCE ANSWER: Refusal — the capital of France is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the capital of France is not present in the indexed NCERT chapters.,"Sorry, I don't have that in the chapters I was given, so I can't help with it."
What were the Silk Routes?,"REFERENCE ANSWER: Silk Routes: pre-modern trade routes linking Asia, Europe, N. Africa; carried goods and ideas. | EXPECTED CITATIONS: Hist Ch.3 §1.1","Silk Routes: pre-modern trade routes linking Asia, Europe, N. Africa; carried goods and ideas.",The Silk Routes were pre-modern trade routes that linked only the cities of Europe with each other for the silk trade **(Hist Ch.3 §1.1 — History Ch.3: The Making of a Global World)**.
What were the Corn Laws?,"REFERENCE ANSWER: Corn Laws: restricted corn imports; abolition brought cheaper food, farm decline, migration. | EXPECTED CITATIONS: Hist Ch.3 §1.3","Corn Laws: restricted corn imports; abolition brought cheaper food, farm decline, migration.",The Corn Laws limited food imports; scrapping them let cheaper grain in and hurt British farmers **(Hist Ch.3 §1.3 — History Ch.3: The Making of a Global World)**.
What was Rinderpest and what impact did it have on Africa?,"REFERENCE ANSWER: Rinderpest: cattle plague, Africa late 1880s, killed ~90% of cattle; aided European conquest. | EXPECTED CITATIONS: Hist Ch.3 §2.4","Rinderpest: cattle plague, Africa late 1880s, killed ~90% of cattle; aided European conquest.",Rinderpest was a cattle plague that reached Africa in the 1880s and killed most of the cattle **(Hist Ch.3 §2.4 — History Ch.3: The Making of a Global World)**.
What was indentured labour migration from India?,"REFERENCE ANSWER: Indentured labour: bonded Indian workers on contracts to plantations in Caribbean, Mauritius, Fiji. | EXPECTED CITATIONS: Hist Ch.3 §2.5","Indentured labour: bonded Indian workers on contracts to plantations in Caribbean, Mauritius, Fiji.",Indentured labourers were Indians bound by contracts to work on far-off plantations for a fixed period **(Hist Ch.3 §2.5 — History Ch.3: The Making of a Global World)**.
Can you help me with my Class 12 History exam?,REFERENCE ANSWER: Refusal — Class 12 History exam help is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — Class 12 History exam help is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
How do you solve a quadratic equation?,REFERENCE ANSWER: Refusal — quadratic equations is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — quadratic equations is not present in the indexed NCERT chapters.,"Sorry, I don't have that in the chapters I was given, so I can't help with it."
What is the periodic table?,REFERENCE ANSWER: Refusal — the periodic table is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the periodic table is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
Tell me about the Mughal empire and Akbar.,REFERENCE ANSWER: Refusal — the Mughal empire and Akbar is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Mughal empire and Akbar is not present in the indexed NCERT chapters.,"Akbar expanded the Mughal empire across northern India and introduced the policy of sulh-i-kul, or universal tolerance **(Hist Ch.4 §4.2 — History Ch.4: The Mughal Empire)**."
What was the Great Depression?,"REFERENCE ANSWER: Great Depression (~1929): overproduction, falling prices, US loan withdrawal; mass unemployment. | EXPECTED CITATIONS: Hist Ch.3 §3.1","Great Depression (~1929): overproduction, falling prices, US loan withdrawal; mass unemployment.","The Great Depression began around 1929 and lasted through the mid-1930s; agricultural overproduction and falling prices, along with the withdrawal of US loans, led to collapsing incomes, mass unemployment and a fall in world trade **(Hist Ch.3 §3.1 — History Ch.3: The Making of a Global World)**."
On what bases are resources classified?,"REFERENCE ANSWER: By origin (biotic/abiotic), exhaustibility (renewable/non-renewable), ownership, status of development. | EXPECTED CITATIONS: Geo Ch.1 §1.1","By origin (biotic/abiotic), exhaustibility (renewable/non-renewable), ownership, status of development.","Resources are classified on the basis of origin (biotic and abiotic), exhaustibility, colour, and status of development **(Geo Ch.1 §1.1 — Geography Ch.1: Resources and Development)**."
Can you explain English tenses to me?,REFERENCE ANSWER: Refusal — English grammar and tenses is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — English grammar and tenses is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
How do I write a program in Python?,REFERENCE ANSWER: Refusal — computer programming is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — computer programming is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
What is the difference between renewable and non-renewable resources?,"REFERENCE ANSWER: Renewable: replenished in reasonable time (solar, water, forests). Non-renewable: exhaustible (coal, petroleum). | EXPECTED CITATIONS: Geo Ch.1 §1.1","Renewable: replenished in reasonable time (solar, water, forests). Non-renewable: exhaustible (coal, petroleum).","Renewable resources can be renewed or reproduced by physical, chemical or mechanical processes within a reasonable time, such as solar energy, water and forests, while non-renewable resources take millions of years to form and get exhausted with use, such as coal and petroleum **(Geo Ch.1 §1.1 — Geography Ch.1: Resources and Development)**."
Who is the current Prime Minister of India?,REFERENCE ANSWER: Refusal — the current Prime Minister of India is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the current Prime Minister of India is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
What is soil erosion and how can it be prevented?,"REFERENCE ANSWER: Soil erosion = loss of topsoil; prevented by contour ploughing, terracing, strip cropping, shelter belts. | EXPECTED CITATIONS: Geo Ch.1 §2.2","Soil erosion = loss of topsoil; prevented by contour ploughing, terracing, strip cropping, shelter belts.","Soil erosion is the removal of the top fertile layer of soil by wind, water or human activity; it can be checked by contour ploughing, terrace farming, strip cropping and planting shelter belts of trees **(Geo Ch.1 §2.2 — Geography Ch.1: Resources and Development)**."
What is the structure of a plant cell?,REFERENCE ANSWER: Refusal — the structure of a cell is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the structure of a cell is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
What is black soil and what is it suitable for?,"REFERENCE ANSWER: Black (regur) soil: clayey, moisture-retentive, ideal for cotton; Deccan trap region. | EXPECTED CITATIONS: Geo Ch.1 §2.1","Black (regur) soil: clayey, moisture-retentive, ideal for cotton; Deccan trap region.","Black soil, also called regur soil, is black in colour, made of fine clayey material, holds moisture well and is ideal for growing cotton; it is found in the Deccan trap region **(Geo Ch.1 §2.1 — Geography Ch.1: Resources and Development)**."
What was the Rio de Janeiro Earth Summit?,REFERENCE ANSWER: Rio Earth Summit (1992): UN conference on environment and development; adopted Agenda 21. | EXPECTED CITATIONS: Geo Ch.1 §1.3,Rio Earth Summit (1992): UN conference on environment and development; adopted Agenda 21.,The 1992 Rio Earth Summit was a UN meeting of world leaders on environment and sustainable development **(Geo Ch.1 §1.3 — Geography Ch.1: Resources and Development)**.
What is biodiversity?,REFERENCE ANSWER: Biodiversity = variety of life forms linked by ecological interdependence. | EXPECTED CITATIONS: Geo Ch.2 §1.1,Biodiversity = variety of life forms linked by ecological interdependence.,"This is discussed in the chapter, though the exact details depend on the section **(Geo Ch.2 §1.1 — Geography Ch.2: Forest and Wildlife Resources)**."
What is trigonometry and how do sine and cosine work?,REFERENCE ANSWER: Refusal — trigonometry is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — trigonometry is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
What did the Wildlife Protection Act of 1972 do?,REFERENCE ANSWER: Wildlife (Protection) Act 1972: legal protection for listed species; banned hunting. | EXPECTED CITATIONS: Geo Ch.2 §2.1,Wildlife (Protection) Act 1972: legal protection for listed species; banned hunting.,"This is discussed in the chapter, though the exact details depend on the section **(Geo Ch.2 §2.1 — Geography Ch.2: Forest and Wildlife Resources)**."
What are reserved and protected forests?,"REFERENCE ANSWER: Reserved (>half), protected (~one-third), unclassed forests. | EXPECTED CITATIONS: Geo Ch.2 §3.1","Reserved (>half), protected (~one-third), unclassed forests.","For administration, forests are classified as reserved forests (almost one-third) and protected forests (more than half the total forest area) **(Geo Ch.2 §3.1 — Geography Ch.2: Forest and Wildlife Resources)**."
Can you explain and prove the Pythagoras theorem?,REFERENCE ANSWER: Refusal — the Pythagoras theorem is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Pythagoras theorem is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
What was the Chipko movement?,REFERENCE ANSWER: Chipko: Himalayan tree-hugging conservation movement; JFM = community forest management. | EXPECTED CITATIONS: Geo Ch.2 §3.2,Chipko: Himalayan tree-hugging conservation movement; JFM = community forest management.,"Chipko was a Himalayan movement of hugging trees to stop felling, and JFM lets communities help manage forests **(Geo Ch.2 §3.2 — Geography Ch.2: Forest and Wildlife Resources)**."
Explain the process of photosynthesis.,REFERENCE ANSWER: Refusal — photosynthesis is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — photosynthesis is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
How did nationalism in Europe differ from nationalism in India?,"REFERENCE ANSWER: Europe: nation-state building (Italy, Germany). India: mass anti-colonial movement against British rule. | EXPECTED CITATIONS: Hist Ch.1 §1.1|Hist Ch.2 §1.3","Europe: nation-state building (Italy, Germany). India: mass anti-colonial movement against British rule.",European nationalism built unified nation-states; Indian nationalism was a mass anti-colonial movement against British rule **(Hist Ch.1 §1.1 — History Ch.1: The Rise of Nationalism in Europe; Hist Ch.2 §1.3 — History Ch.2: Nationalism in India)**.
What is water made of chemically?,REFERENCE ANSWER: Refusal — the chemical formula of water is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the chemical formula of water is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
What is per capita income?,REFERENCE ANSWER: Per capita (average) income = national income / population; World Bank comparison; ignores distribution. | EXPECTED CITATIONS: Econ Ch.1 §1.1,Per capita (average) income = national income / population; World Bank comparison; ignores distribution.,"Per capita income, also called average income, is the total income of a country multiplied by its total population **(Econ Ch.1 §1.1 — Economics Ch.1: Development)**."
State and explain Newton's second law.,REFERENCE ANSWER: Refusal — Newton's second law of motion is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — Newton's second law of motion is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
How did Belgium and Sri Lanka differ in handling their communities?,"REFERENCE ANSWER: Belgium: constitutional power sharing. Sri Lanka: Sinhala majoritarianism, Tamil alienation. | EXPECTED CITATIONS: Civics Ch.1 §1.1","Belgium: constitutional power sharing. Sri Lanka: Sinhala majoritarianism, Tamil alienation.",Political Science Chapter 1 introduces the idea of power sharing in a democracy **(Civics Ch.1 §1.1 — Political Science Ch.1: Power Sharing)**.
Give me the detailed Class 9 chapter on the French Revolution.,REFERENCE ANSWER: Refusal — a detailed account of the French Revolution is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — a detailed account of the French Revolution is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
Tell me about the Constituent Assembly that drafted the Constitution.,REFERENCE ANSWER: Refusal — the drafting of the Indian Constitution is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the drafting of the Indian Constitution is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
What is the Human Development Index?,"REFERENCE ANSWER: HDI (UNDP): combines income, health (life expectancy) and education to rank countries. | EXPECTED CITATIONS: Econ Ch.1 §1.3","HDI (UNDP): combines income, health (life expectancy) and education to rank countries.","The Human Development Index, published by the UNDP in its Human Development Report, ranks countries using per capita income together with health (life expectancy) and education (levels of schooling), because income alone is an inadequate measure of development **(Econ Ch.1 §1.3 — Economics Ch.1: Development)**."
How does federalism relate to power sharing?,"REFERENCE ANSWER: Federalism = vertical power sharing across central, state and local levels. | EXPECTED CITATIONS: Civics Ch.1 §2.2|Civics Ch.2 §1.1","Federalism = vertical power sharing across central, state and local levels.","Federalism is a form of vertical power sharing, in which power is shared among different levels of government — central, state and local — so it puts into practice the idea of power sharing across levels described in the power sharing chapter **(Civics Ch.1 §2.2 — Political Science Ch.1: Power Sharing; Civics Ch.2 §1.1 — Political Science Ch.2: Federalism)**."
Which city is the capital of France?,REFERENCE ANSWER: Refusal — the capital of France is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the capital of France is not present in the indexed NCERT chapters.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.
"Besides income, what indicators are used to measure development?","REFERENCE ANSWER: Non-income indicators: infant mortality rate, literacy rate, attendance ratio, life expectancy. | EXPECTED CITATIONS: Econ Ch.1 §1.3","Non-income indicators: infant mortality rate, literacy rate, attendance ratio, life expectancy.","This is discussed in the chapter, though the exact details depend on the section **(Econ Ch.1 §1.3 — Economics Ch.1: Development)**."
How do forest and wildlife resources fit into the classification of resources?,"REFERENCE ANSWER: Forests and wildlife = biotic, renewable resources needing conservation. | EXPECTED CITATIONS: Geo Ch.1 §1.1|Geo Ch.2 §1.1","Forests and wildlife = biotic, renewable resources needing conservation.","Forests and wildlife are biotic resources (they come from the biosphere) and are renewable, since they can be replenished over time, but they must be conserved carefully because overuse can push species towards extinction **(Geo Ch.1 §1.1 — Geography Ch.1: Resources and Development; Geo Ch.2 §1.1 — Geography Ch.2: Forest and Wildlife Resources)**."
I need answers for my Class 12 History paper.,REFERENCE ANSWER: Refusal — Class 12 History exam help is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — Class 12 History exam help is not present in the indexed NCERT chapters.,"Sorry, I don't have that in the chapters I was given, so I can't help with it."
