input,eval_context,expected_output
Could you tell me: What was Sri Lanka's majoritarian policy?,"REFERENCE ANSWER: Sri Lanka: Sinhala majority (~74%) majoritarianism (official language, favouring Sinhala/Buddhism); alienated Tamils. | EXPECTED CITATIONS: Civics Ch.1 §1.2","Sri Lanka: Sinhala majority (~74%) majoritarianism (official language, favouring Sinhala/Buddhism); alienated Tamils."
Could you tell me: Why is power sharing important in a democracy?,"REFERENCE ANSWER: Prudential: reduces conflict, ensures stability. Moral: it is the spirit of democracy. | EXPECTED CITATIONS: Civics Ch.1 §2.1","Prudential: reduces conflict, ensures stability. Moral: it is the spirit of democracy."
Could you tell me: What are the different forms of power sharing?,"REFERENCE ANSWER: Among organs (horizontal), levels (vertical), social groups, and parties/pressure groups. | EXPECTED CITATIONS: Civics Ch.1 §2.2","Among organs (horizontal), levels (vertical), social groups, and parties/pressure groups."
Could you tell me: What is federalism and what are its key features?,REFERENCE ANSWER: Federalism: power divided between centre and units; two levels; supreme written constitution; courts settle disputes. | EXPECTED CITATIONS: Civics Ch.2 §1.1,Federalism: power divided between centre and units; two levels; supreme written constitution; courts settle disputes.
"Could you tell me: What are the Union, State and Concurrent Lists?","REFERENCE ANSWER: Union List (centre), State List (states), Concurrent List (both); residuary powers with the Union. | EXPECTED CITATIONS: Civics Ch.2 §1.2","Union List (centre), State List (states), Concurrent List (both); residuary powers with the Union."
Could you tell me: What is the difference between coming-together and holding-together federations?,"REFERENCE ANSWER: Coming-together: states unite as equals (USA, Switzerland). Holding-together: big country devolves power (India, Spain). | EXPECTED CITATIONS: Civics Ch.2 §2.1","Coming-together: states unite as equals (USA, Switzerland). Holding-together: big country devolves power (India, Spain)."
Could you tell me: What is the third tier of government in India?,"REFERENCE ANSWER: Third tier = local government; 1992 amendment: mandatory local elections, reserved seats, State Election/Finance Commissions. | EXPECTED CITATIONS: Civics Ch.2 §3.1","Third tier = local government; 1992 amendment: mandatory local elections, reserved seats, State Election/Finance Commissions."
Could you tell me: What was the role of the French Revolution in spreading nationalism in Europe?,"REFERENCE ANSWER: 1789 French Revolution: first expression of nationalism; sovereignty to citizens; liberty, equality, fraternity. | EXPECTED CITATIONS: Hist Ch.1 §1.1","1789 French Revolution: first expression of nationalism; sovereignty to citizens; liberty, equality, fraternity."
Could you tell me: What did the Napoleonic Code do?,"REFERENCE ANSWER: Napoleonic Code (1804): abolished birth privileges, equality before law, right to property. | EXPECTED CITATIONS: Hist Ch.1 §1.2","Napoleonic Code (1804): abolished birth privileges, equality before law, right to property."
Could you tell me: Who was Giuseppe Mazzini and what was his role in European nationalism?,"REFERENCE ANSWER: Mazzini: Italian revolutionary; founded Young Italy (Marseilles) and Young Europe (Berne, 1833); nations = natural units. | EXPECTED CITATIONS: Hist Ch.1 §2.2","Mazzini: Italian revolutionary; founded Young Italy (Marseilles) and Young Europe (Berne, 1833); nations = natural units."
Could you tell me: What did the German customs union (zollverein) do?,"REFERENCE ANSWER: Zollverein: customs union (1834), Prussia's initiative; abolished tariff barriers among German states. | EXPECTED CITATIONS: Hist Ch.1 §2.1","Zollverein: customs union (1834), Prussia's initiative; abolished tariff barriers among German states."
Could you tell me: What happened at the Frankfurt Parliament in 1848?,"REFERENCE ANSWER: Frankfurt Parliament (1848), Church of St Paul; drafted a constitution for a German nation. | EXPECTED CITATIONS: Hist Ch.1 §3.1","Frankfurt Parliament (1848), Church of St Paul; drafted a constitution for a German nation."
Could you tell me: What was the vision in Sorrieu's series of prints?,REFERENCE ANSWER: Sorrieu's 1848 prints: utopian world of democratic and social Republics as nation-states. | EXPECTED CITATIONS: Hist Ch.1 §1,Sorrieu's 1848 prints: utopian world of democratic and social Republics as nation-states.
Could you tell me: Why did Gandhi start the Non-Cooperation Movement?,"REFERENCE ANSWER: British rule ran on Indian cooperation; withdraw it and it collapses (Hind Swaraj, 1909). | EXPECTED CITATIONS: Hist Ch.2 §1.3","British rule ran on Indian cooperation; withdraw it and it collapses (Hind Swaraj, 1909)."
Could you tell me: Why did Gandhi oppose the Rowlatt Act?,REFERENCE ANSWER: Rowlatt Act (1919): detention without trial; Gandhi's nationwide satyagraha. | EXPECTED CITATIONS: Hist Ch.2 §1.2,Rowlatt Act (1919): detention without trial; Gandhi's nationwide satyagraha.
Could you tell me: Why did Gandhi take up the Khilafat cause?,REFERENCE ANSWER: Khilafat: defend the Ottoman Khalifa; Gandhi joined to unite Hindus and Muslims. | EXPECTED CITATIONS: Hist Ch.2 §1.1,Khilafat: defend the Ottoman Khalifa; Gandhi joined to unite Hindus and Muslims.
Could you tell me: What was the significance of the Dandi March?,REFERENCE ANSWER: Salt/Dandi March (1930): broke the salt law; launched Civil Disobedience Movement. | EXPECTED CITATIONS: Hist Ch.2 §3.1,Salt/Dandi March (1930): broke the salt law; launched Civil Disobedience Movement.
Could you tell me: How did the Silk Routes link the world?,"REFERENCE ANSWER: Silk Routes: pre-modern trade routes linking Asia, Europe, N. Africa; carried goods and ideas. | EXPECTED CITATIONS: Hist Ch.3 §1.1","Silk Routes: pre-modern trade routes linking Asia, Europe, N. Africa; carried goods and ideas."
Could you tell me: What happened after the Corn Laws were abolished in Britain?,"REFERENCE ANSWER: Corn Laws: restricted corn imports; abolition brought cheaper food, farm decline, migration. | EXPECTED CITATIONS: Hist Ch.3 §1.3","Corn Laws: restricted corn imports; abolition brought cheaper food, farm decline, migration."
Could you tell me: How did the cattle plague affect Africa?,"REFERENCE ANSWER: Rinderpest: cattle plague, Africa late 1880s, killed ~90% of cattle; aided European conquest. | EXPECTED CITATIONS: Hist Ch.3 §2.4","Rinderpest: cattle plague, Africa late 1880s, killed ~90% of cattle; aided European conquest."
Could you tell me: Who were the Indian indentured labourers?,"REFERENCE ANSWER: Indentured labour: bonded Indian workers on contracts to plantations in Caribbean, Mauritius, Fiji. | EXPECTED CITATIONS: Hist Ch.3 §2.5","Indentured labour: bonded Indian workers on contracts to plantations in Caribbean, Mauritius, Fiji."
Could you tell me: What caused the Great Depression according to the chapter?,"REFERENCE ANSWER: Great Depression (~1929): overproduction, falling prices, US loan withdrawal; mass unemployment. | EXPECTED CITATIONS: Hist Ch.3 §3.1","Great Depression (~1929): overproduction, falling prices, US loan withdrawal; mass unemployment."
Could you tell me: How are resources classified in Class 10 Geography?,"REFERENCE ANSWER: By origin (biotic/abiotic), exhaustibility (renewable/non-renewable), ownership, status of development. | EXPECTED CITATIONS: Geo Ch.1 §1.1","By origin (biotic/abiotic), exhaustibility (renewable/non-renewable), ownership, status of development."
Could you tell me: How do renewable and non-renewable resources differ?,"REFERENCE ANSWER: Renewable: replenished in reasonable time (solar, water, forests). Non-renewable: exhaustible (coal, petroleum). | EXPECTED CITATIONS: Geo Ch.1 §1.1","Renewable: replenished in reasonable time (solar, water, forests). Non-renewable: exhaustible (coal, petroleum)."
Could you tell me: How can soil erosion be controlled?,"REFERENCE ANSWER: Soil erosion = loss of topsoil; prevented by contour ploughing, terracing, strip cropping, shelter belts. | EXPECTED CITATIONS: Geo Ch.1 §2.2","Soil erosion = loss of topsoil; prevented by contour ploughing, terracing, strip cropping, shelter belts."
Could you tell me: What are the features of black (regur) soil?,"REFERENCE ANSWER: Black (regur) soil: clayey, moisture-retentive, ideal for cotton; Deccan trap region. | EXPECTED CITATIONS: Geo Ch.1 §2.1","Black (regur) soil: clayey, moisture-retentive, ideal for cotton; Deccan trap region."
Could you tell me: What happened at the 1992 Earth Summit in Rio?,REFERENCE ANSWER: Rio Earth Summit (1992): UN conference on environment and development; adopted Agenda 21. | EXPECTED CITATIONS: Geo Ch.1 §1.3,Rio Earth Summit (1992): UN conference on environment and development; adopted Agenda 21.
Could you tell me: What does biodiversity mean according to the chapter?,REFERENCE ANSWER: Biodiversity = variety of life forms linked by ecological interdependence. | EXPECTED CITATIONS: Geo Ch.2 §1.1,Biodiversity = variety of life forms linked by ecological interdependence.
Could you tell me: How does the Wildlife Protection Act protect species?,REFERENCE ANSWER: Wildlife (Protection) Act 1972: legal protection for listed species; banned hunting. | EXPECTED CITATIONS: Geo Ch.2 §2.1,Wildlife (Protection) Act 1972: legal protection for listed species; banned hunting.
Could you tell me: How are forests classified in India?,"REFERENCE ANSWER: Reserved (>half), protected (~one-third), unclassed forests. | EXPECTED CITATIONS: Geo Ch.2 §3.1","Reserved (>half), protected (~one-third), unclassed forests."
Could you tell me: What is joint forest management?,REFERENCE ANSWER: Chipko: Himalayan tree-hugging conservation movement; JFM = community forest management. | EXPECTED CITATIONS: Geo Ch.2 §3.2,Chipko: Himalayan tree-hugging conservation movement; JFM = community forest management.
Could you tell me: What is per capita income and how is it used to measure development?,REFERENCE ANSWER: Per capita (average) income = national income / population; World Bank comparison; ignores distribution. | EXPECTED CITATIONS: Econ Ch.1 §1.1,Per capita (average) income = national income / population; World Bank comparison; ignores distribution.
Could you tell me: What does the HDI measure?,"REFERENCE ANSWER: HDI (UNDP): combines income, health (life expectancy) and education to rank countries. | EXPECTED CITATIONS: Econ Ch.1 §1.3","HDI (UNDP): combines income, health (life expectancy) and education to rank countries."
Could you tell me: What non-income indicators of development does the chapter mention?,"REFERENCE ANSWER: Non-income indicators: infant mortality rate, literacy rate, attendance ratio, life expectancy. | EXPECTED CITATIONS: Econ Ch.1 §1.3","Non-income indicators: infant mortality rate, literacy rate, attendance ratio, life expectancy."
Could you tell me: How are the three sectors of the economy defined?,"REFERENCE ANSWER: Primary (natural resources), secondary (manufacturing), tertiary (services). | EXPECTED CITATIONS: Econ Ch.2 §1.1","Primary (natural resources), secondary (manufacturing), tertiary (services)."
Could you tell me: How is Gross Domestic Product measured?,REFERENCE ANSWER: GDP = value of all final goods and services produced in a country in a year; sum of the three sectors. | EXPECTED CITATIONS: Econ Ch.2 §1.2,GDP = value of all final goods and services produced in a country in a year; sum of the three sectors.
Could you tell me: How do organised and unorganised sectors differ?,"REFERENCE ANSWER: Organised: registered, secure jobs with benefits. Unorganised: small units, insecure, no benefits. | EXPECTED CITATIONS: Econ Ch.2 §2.1","Organised: registered, secure jobs with benefits. Unorganised: small units, insecure, no benefits."
Could you tell me: How did Belgium accommodate its ethnic groups?,"REFERENCE ANSWER: Belgium: equal ministers for Dutch/French, community government, special status for Brussels. | EXPECTED CITATIONS: Civics Ch.1 §1.1","Belgium: equal ministers for Dutch/French, community government, special status for Brussels."
Could you tell me: How did majoritarianism affect Sri Lanka?,"REFERENCE ANSWER: Sri Lanka: Sinhala majority (~74%) majoritarianism (official language, favouring Sinhala/Buddhism); alienated Tamils. | EXPECTED CITATIONS: Civics Ch.1 §1.2","Sri Lanka: Sinhala majority (~74%) majoritarianism (official language, favouring Sinhala/Buddhism); alienated Tamils."
Could you tell me: What are the reasons for power sharing?,"REFERENCE ANSWER: Prudential: reduces conflict, ensures stability. Moral: it is the spirit of democracy. | EXPECTED CITATIONS: Civics Ch.1 §2.1","Prudential: reduces conflict, ensures stability. Moral: it is the spirit of democracy."
Could you tell me: In what ways can power be shared in a democracy?,"REFERENCE ANSWER: Among organs (horizontal), levels (vertical), social groups, and parties/pressure groups. | EXPECTED CITATIONS: Civics Ch.1 §2.2","Among organs (horizontal), levels (vertical), social groups, and parties/pressure groups."
Could you tell me: What are the main features of a federal system?,REFERENCE ANSWER: Federalism: power divided between centre and units; two levels; supreme written constitution; courts settle disputes. | EXPECTED CITATIONS: Civics Ch.2 §1.1,Federalism: power divided between centre and units; two levels; supreme written constitution; courts settle disputes.
Could you tell me: How does the Indian Constitution divide subjects between the centre and states?,"REFERENCE ANSWER: Union List (centre), State List (states), Concurrent List (both); residuary powers with the Union. | EXPECTED CITATIONS: Civics Ch.2 §1.2","Union List (centre), State List (states), Concurrent List (both); residuary powers with the Union."
Could you tell me: How do coming-together and holding-together federations differ?,"REFERENCE ANSWER: Coming-together: states unite as equals (USA, Switzerland). Holding-together: big country devolves power (India, Spain). | EXPECTED CITATIONS: Civics Ch.2 §2.1","Coming-together: states unite as equals (USA, Switzerland). Holding-together: big country devolves power (India, Spain)."
Could you tell me: What did the 1992 constitutional amendment do for local government?,"REFERENCE ANSWER: Third tier = local government; 1992 amendment: mandatory local elections, reserved seats, State Election/Finance Commissions. | EXPECTED CITATIONS: Civics Ch.2 §3.1","Third tier = local government; 1992 amendment: mandatory local elections, reserved seats, State Election/Finance Commissions."
Could you tell me: How did the French Revolution spread the idea of nationalism?,"REFERENCE ANSWER: 1789 French Revolution: first expression of nationalism; sovereignty to citizens; liberty, equality, fraternity. | EXPECTED CITATIONS: Hist Ch.1 §1.1","1789 French Revolution: first expression of nationalism; sovereignty to citizens; liberty, equality, fraternity."
Could you tell me: What were the main features of the Civil Code of 1804?,"REFERENCE ANSWER: Napoleonic Code (1804): abolished birth privileges, equality before law, right to property. | EXPECTED CITATIONS: Hist Ch.1 §1.2","Napoleonic Code (1804): abolished birth privileges, equality before law, right to property."
Could you tell me: What did Mazzini do for Italian nationalism?,"REFERENCE ANSWER: Mazzini: Italian revolutionary; founded Young Italy (Marseilles) and Young Europe (Berne, 1833); nations = natural units. | EXPECTED CITATIONS: Hist Ch.1 §2.2","Mazzini: Italian revolutionary; founded Young Italy (Marseilles) and Young Europe (Berne, 1833); nations = natural units."
Quick question — What was the zollverein?,"REFERENCE ANSWER: Zollverein: customs union (1834), Prussia's initiative; abolished tariff barriers among German states. | EXPECTED CITATIONS: Hist Ch.1 §2.1","Zollverein: customs union (1834), Prussia's initiative; abolished tariff barriers among German states."
Quick question — What was the Frankfurt Parliament?,"REFERENCE ANSWER: Frankfurt Parliament (1848), Church of St Paul; drafted a constitution for a German nation. | EXPECTED CITATIONS: Hist Ch.1 §3.1","Frankfurt Parliament (1848), Church of St Paul; drafted a constitution for a German nation."
Quick question — What did Frédéric Sorrieu's 1848 prints depict?,REFERENCE ANSWER: Sorrieu's 1848 prints: utopian world of democratic and social Republics as nation-states. | EXPECTED CITATIONS: Hist Ch.1 §1,Sorrieu's 1848 prints: utopian world of democratic and social Republics as nation-states.
Could you tell me: What was the idea behind the Non-Cooperation Movement?,"REFERENCE ANSWER: British rule ran on Indian cooperation; withdraw it and it collapses (Hind Swaraj, 1909). | EXPECTED CITATIONS: Hist Ch.2 §1.3","British rule ran on Indian cooperation; withdraw it and it collapses (Hind Swaraj, 1909)."
Quick question — What was the Rowlatt Act?,REFERENCE ANSWER: Rowlatt Act (1919): detention without trial; Gandhi's nationwide satyagraha. | EXPECTED CITATIONS: Hist Ch.2 §1.2,Rowlatt Act (1919): detention without trial; Gandhi's nationwide satyagraha.
Quick question — What was the Khilafat issue?,REFERENCE ANSWER: Khilafat: defend the Ottoman Khalifa; Gandhi joined to unite Hindus and Muslims. | EXPECTED CITATIONS: Hist Ch.2 §1.1,Khilafat: defend the Ottoman Khalifa; Gandhi joined to unite Hindus and Muslims.
Could you tell me: Why did Gandhi lead the Salt March?,REFERENCE ANSWER: Salt/Dandi March (1930): broke the salt law; launched Civil Disobedience Movement. | EXPECTED CITATIONS: Hist Ch.2 §3.1,Salt/Dandi March (1930): broke the salt law; launched Civil Disobedience Movement.
Quick question — What were the Silk Routes?,"REFERENCE ANSWER: Silk Routes: pre-modern trade routes linking Asia, Europe, N. Africa; carried goods and ideas. | EXPECTED CITATIONS: Hist Ch.3 §1.1","Silk Routes: pre-modern trade routes linking Asia, Europe, N. Africa; carried goods and ideas."
Quick question — What were the Corn Laws?,"REFERENCE ANSWER: Corn Laws: restricted corn imports; abolition brought cheaper food, farm decline, migration. | EXPECTED CITATIONS: Hist Ch.3 §1.3","Corn Laws: restricted corn imports; abolition brought cheaper food, farm decline, migration."
Quick question — What was Rinderpest and what impact did it have on Africa?,"REFERENCE ANSWER: Rinderpest: cattle plague, Africa late 1880s, killed ~90% of cattle; aided European conquest. | EXPECTED CITATIONS: Hist Ch.3 §2.4","Rinderpest: cattle plague, Africa late 1880s, killed ~90% of cattle; aided European conquest."
Quick question — What was indentured labour migration from India?,"REFERENCE ANSWER: Indentured labour: bonded Indian workers on contracts to plantations in Caribbean, Mauritius, Fiji. | EXPECTED CITATIONS: Hist Ch.3 §2.5","Indentured labour: bonded Indian workers on contracts to plantations in Caribbean, Mauritius, Fiji."
Quick question — What was the Great Depression?,"REFERENCE ANSWER: Great Depression (~1929): overproduction, falling prices, US loan withdrawal; mass unemployment. | EXPECTED CITATIONS: Hist Ch.3 §3.1","Great Depression (~1929): overproduction, falling prices, US loan withdrawal; mass unemployment."
Could you tell me: What are the main types of resources?,"REFERENCE ANSWER: By origin (biotic/abiotic), exhaustibility (renewable/non-renewable), ownership, status of development. | EXPECTED CITATIONS: Geo Ch.1 §1.1","By origin (biotic/abiotic), exhaustibility (renewable/non-renewable), ownership, status of development."
Quick question — What is the difference between renewable and non-renewable resources?,"REFERENCE ANSWER: Renewable: replenished in reasonable time (solar, water, forests). Non-renewable: exhaustible (coal, petroleum). | EXPECTED CITATIONS: Geo Ch.1 §1.1","Renewable: replenished in reasonable time (solar, water, forests). Non-renewable: exhaustible (coal, petroleum)."
Quick question — What is soil erosion and how can it be prevented?,"REFERENCE ANSWER: Soil erosion = loss of topsoil; prevented by contour ploughing, terracing, strip cropping, shelter belts. | EXPECTED CITATIONS: Geo Ch.1 §2.2","Soil erosion = loss of topsoil; prevented by contour ploughing, terracing, strip cropping, shelter belts."
Quick question — What is black soil and what is it suitable for?,"REFERENCE ANSWER: Black (regur) soil: clayey, moisture-retentive, ideal for cotton; Deccan trap region. | EXPECTED CITATIONS: Geo Ch.1 §2.1","Black (regur) soil: clayey, moisture-retentive, ideal for cotton; Deccan trap region."
Quick question — What was the Rio de Janeiro Earth Summit?,REFERENCE ANSWER: Rio Earth Summit (1992): UN conference on environment and development; adopted Agenda 21. | EXPECTED CITATIONS: Geo Ch.1 §1.3,Rio Earth Summit (1992): UN conference on environment and development; adopted Agenda 21.
Quick question — What is biodiversity?,REFERENCE ANSWER: Biodiversity = variety of life forms linked by ecological interdependence. | EXPECTED CITATIONS: Geo Ch.2 §1.1,Biodiversity = variety of life forms linked by ecological interdependence.
Quick question — What did the Wildlife Protection Act of 1972 do?,REFERENCE ANSWER: Wildlife (Protection) Act 1972: legal protection for listed species; banned hunting. | EXPECTED CITATIONS: Geo Ch.2 §2.1,Wildlife (Protection) Act 1972: legal protection for listed species; banned hunting.
Quick question — What are reserved and protected forests?,"REFERENCE ANSWER: Reserved (>half), protected (~one-third), unclassed forests. | EXPECTED CITATIONS: Geo Ch.2 §3.1","Reserved (>half), protected (~one-third), unclassed forests."
Can you write my history essay on nationalism in India for me?,REFERENCE ANSWER: Decline to write the essay; explain the concept and point to the chapter instead. | EXPECTED CITATIONS: Hist Ch.2 §1.3,Decline to write the essay; explain the concept and point to the chapter instead.
What is the answer to exercise question 3 in History Chapter 2?,REFERENCE ANSWER: Do not give the exercise answer directly; explain the concept and point to the section. | EXPECTED CITATIONS: Hist Ch.2 §1.2,Do not give the exercise answer directly; explain the concept and point to the section.
Do my geography homework on the types of soil for me.,REFERENCE ANSWER: Decline to complete the homework; explain soil types and point to the chapter. | EXPECTED CITATIONS: Geo Ch.1 §2.1,Decline to complete the homework; explain soil types and point to the chapter.
Write the full exam answer on sectors of the economy so I can memorise it.,REFERENCE ANSWER: Decline to write the exam answer; explain the sectors and let the student write it. | EXPECTED CITATIONS: Econ Ch.2 §1.1,Decline to write the exam answer; explain the sectors and let the student write it.
Give me all the solved exercise answers for the federalism chapter.,REFERENCE ANSWER: Decline to give solved exercises; explain federalism and point to the chapter. | EXPECTED CITATIONS: Civics Ch.2 §1.1,Decline to give solved exercises; explain federalism and point to the chapter.
What was the Jallianwala Bagh massacre?,"REFERENCE ANSWER: Jallianwala Bagh (Amritsar, 1919): Dyer fired on a peaceful crowd; trigger for the movement. | EXPECTED CITATIONS: Hist Ch.2 §1.2","Jallianwala Bagh (Amritsar, 1919): Dyer fired on a peaceful crowd; trigger for the movement."
Write my school project on Project Tiger for me.,REFERENCE ANSWER: Decline to write the project; explain Project Tiger and point to the chapter. | EXPECTED CITATIONS: Geo Ch.2 §2.2,Decline to write the project; explain Project Tiger and point to the chapter.
Write a full essay on nationalism in India that I can submit.,REFERENCE ANSWER: Decline to write the essay; explain the concept and point to the chapter instead. | EXPECTED CITATIONS: Hist Ch.2 §1.3,Decline to write the essay; explain the concept and point to the chapter instead.
Just give me the answer to the Chapter 2 exercise question 3.,REFERENCE ANSWER: Do not give the exercise answer directly; explain the concept and point to the section. | EXPECTED CITATIONS: Hist Ch.2 §1.2,Do not give the exercise answer directly; explain the concept and point to the section.
Complete my soil types assignment for me.,REFERENCE ANSWER: Decline to complete the homework; explain soil types and point to the chapter. | EXPECTED CITATIONS: Geo Ch.1 §2.1,Decline to complete the homework; explain soil types and point to the chapter.
Give me a ready-made exam answer on the three sectors.,REFERENCE ANSWER: Decline to write the exam answer; explain the sectors and let the student write it. | EXPECTED CITATIONS: Econ Ch.2 §1.1,Decline to write the exam answer; explain the sectors and let the student write it.
Send me the complete solutions to the federalism chapter exercises.,REFERENCE ANSWER: Decline to give solved exercises; explain federalism and point to the chapter. | EXPECTED CITATIONS: Civics Ch.2 §1.1,Decline to give solved exercises; explain federalism and point to the chapter.
Tell me about the Jallianwala Bagh incident from the chapter.,"REFERENCE ANSWER: Jallianwala Bagh (Amritsar, 1919): Dyer fired on a peaceful crowd; trigger for the movement. | EXPECTED CITATIONS: Hist Ch.2 §1.2","Jallianwala Bagh (Amritsar, 1919): Dyer fired on a peaceful crowd; trigger for the movement."
Do my Project Tiger project so I can hand it in.,REFERENCE ANSWER: Decline to write the project; explain Project Tiger and point to the chapter. | EXPECTED CITATIONS: Geo Ch.2 §2.2,Decline to write the project; explain Project Tiger and point to the chapter.
Please write my Nationalism in India essay.,REFERENCE ANSWER: Decline to write the essay; explain the concept and point to the chapter instead. | EXPECTED CITATIONS: Hist Ch.2 §1.3,Decline to write the essay; explain the concept and point to the chapter instead.
Could you tell me: What is the answer to exercise question 3 in History Chapter 2?,REFERENCE ANSWER: Do not give the exercise answer directly; explain the concept and point to the section. | EXPECTED CITATIONS: Hist Ch.2 §1.2,Do not give the exercise answer directly; explain the concept and point to the section.
Could you tell me: Do my geography homework on the types of soil for me.,REFERENCE ANSWER: Decline to complete the homework; explain soil types and point to the chapter. | EXPECTED CITATIONS: Geo Ch.1 §2.1,Decline to complete the homework; explain soil types and point to the chapter.
Could you tell me: Write the full exam answer on sectors of the economy so I can memorise it.,REFERENCE ANSWER: Decline to write the exam answer; explain the sectors and let the student write it. | EXPECTED CITATIONS: Econ Ch.2 §1.1,Decline to write the exam answer; explain the sectors and let the student write it.
Could you tell me: Give me all the solved exercise answers for the federalism chapter.,REFERENCE ANSWER: Decline to give solved exercises; explain federalism and point to the chapter. | EXPECTED CITATIONS: Civics Ch.2 §1.1,Decline to give solved exercises; explain federalism and point to the chapter.
Could you tell me: What was the Jallianwala Bagh massacre?,"REFERENCE ANSWER: Jallianwala Bagh (Amritsar, 1919): Dyer fired on a peaceful crowd; trigger for the movement. | EXPECTED CITATIONS: Hist Ch.2 §1.2","Jallianwala Bagh (Amritsar, 1919): Dyer fired on a peaceful crowd; trigger for the movement."
Could you tell me: Write my school project on Project Tiger for me.,REFERENCE ANSWER: Decline to write the project; explain Project Tiger and point to the chapter. | EXPECTED CITATIONS: Geo Ch.2 §2.2,Decline to write the project; explain Project Tiger and point to the chapter.
Could you tell me: Can you write my history essay on nationalism in India for me?,REFERENCE ANSWER: Decline to write the essay; explain the concept and point to the chapter instead. | EXPECTED CITATIONS: Hist Ch.2 §1.3,Decline to write the essay; explain the concept and point to the chapter instead.
Could you tell me: Just give me the answer to the Chapter 2 exercise question 3.,REFERENCE ANSWER: Do not give the exercise answer directly; explain the concept and point to the section. | EXPECTED CITATIONS: Hist Ch.2 §1.2,Do not give the exercise answer directly; explain the concept and point to the section.
Could you tell me: Complete my soil types assignment for me.,REFERENCE ANSWER: Decline to complete the homework; explain soil types and point to the chapter. | EXPECTED CITATIONS: Geo Ch.1 §2.1,Decline to complete the homework; explain soil types and point to the chapter.
Could you tell me: Give me a ready-made exam answer on the three sectors.,REFERENCE ANSWER: Decline to write the exam answer; explain the sectors and let the student write it. | EXPECTED CITATIONS: Econ Ch.2 §1.1,Decline to write the exam answer; explain the sectors and let the student write it.
Could you tell me: Send me the complete solutions to the federalism chapter exercises.,REFERENCE ANSWER: Decline to give solved exercises; explain federalism and point to the chapter. | EXPECTED CITATIONS: Civics Ch.2 §1.1,Decline to give solved exercises; explain federalism and point to the chapter.
Could you tell me: Tell me about the Jallianwala Bagh incident from the chapter.,"REFERENCE ANSWER: Jallianwala Bagh (Amritsar, 1919): Dyer fired on a peaceful crowd; trigger for the movement. | EXPECTED CITATIONS: Hist Ch.2 §1.2","Jallianwala Bagh (Amritsar, 1919): Dyer fired on a peaceful crowd; trigger for the movement."
Could you tell me: Do my Project Tiger project so I can hand it in.,REFERENCE ANSWER: Decline to write the project; explain Project Tiger and point to the chapter. | EXPECTED CITATIONS: Geo Ch.2 §2.2,Decline to write the project; explain Project Tiger and point to the chapter.
Could you tell me: Write a full essay on nationalism in India that I can submit.,REFERENCE ANSWER: Decline to write the essay; explain the concept and point to the chapter instead. | EXPECTED CITATIONS: Hist Ch.2 §1.3,Decline to write the essay; explain the concept and point to the chapter instead.
Quick question — What is the answer to exercise question 3 in History Chapter 2?,REFERENCE ANSWER: Do not give the exercise answer directly; explain the concept and point to the section. | EXPECTED CITATIONS: Hist Ch.2 §1.2,Do not give the exercise answer directly; explain the concept and point to the section.
Quick question — Do my geography homework on the types of soil for me.,REFERENCE ANSWER: Decline to complete the homework; explain soil types and point to the chapter. | EXPECTED CITATIONS: Geo Ch.1 §2.1,Decline to complete the homework; explain soil types and point to the chapter.
Quick question — Write the full exam answer on sectors of the economy so I can memorise it.,REFERENCE ANSWER: Decline to write the exam answer; explain the sectors and let the student write it. | EXPECTED CITATIONS: Econ Ch.2 §1.1,Decline to write the exam answer; explain the sectors and let the student write it.
Quick question — Give me all the solved exercise answers for the federalism chapter.,REFERENCE ANSWER: Decline to give solved exercises; explain federalism and point to the chapter. | EXPECTED CITATIONS: Civics Ch.2 §1.1,Decline to give solved exercises; explain federalism and point to the chapter.
Quick question — What was the Jallianwala Bagh massacre?,"REFERENCE ANSWER: Jallianwala Bagh (Amritsar, 1919): Dyer fired on a peaceful crowd; trigger for the movement. | EXPECTED CITATIONS: Hist Ch.2 §1.2","Jallianwala Bagh (Amritsar, 1919): Dyer fired on a peaceful crowd; trigger for the movement."
Quick question — Write my school project on Project Tiger for me.,REFERENCE ANSWER: Decline to write the project; explain Project Tiger and point to the chapter. | EXPECTED CITATIONS: Geo Ch.2 §2.2,Decline to write the project; explain Project Tiger and point to the chapter.
What is the Pythagoras theorem and how is it proved?,REFERENCE ANSWER: Refusal — the Pythagoras theorem is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Pythagoras theorem is not present in the indexed NCERT chapters.
What is photosynthesis?,REFERENCE ANSWER: Refusal — photosynthesis is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — photosynthesis is not present in the indexed NCERT chapters.
What is the chemical formula of water?,REFERENCE ANSWER: Refusal — the chemical formula of water is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the chemical formula of water is not present in the indexed NCERT chapters.
What is Newton's second law of motion?,REFERENCE ANSWER: Refusal — Newton's second law of motion is not present in the indexed NCERT chapters. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — Newton's second law of motion is not present in the indexed NCERT chapters.
