input,eval_context,expected_output
Are adventurous sports excluded under Saral Suraksha Bima?,REFERENCE ANSWER: Adventurous-sports injuries excluded. | EXPECTED CITATIONS: SSB cl.3,Adventurous-sports injuries excluded.
What if I give false information in a Saral Suraksha Bima claim?,"REFERENCE ANSWER: Fraud -> all benefits forfeited, policy void. | EXPECTED CITATIONS: SSB cl.4","Fraud -> all benefits forfeited, policy void."
What is the consequence of non-disclosure under Saral Suraksha Bima?,"REFERENCE ANSWER: Misrepresentation/non-disclosure -> void ab initio, premium forfeited. | EXPECTED CITATIONS: SSB cl.4","Misrepresentation/non-disclosure -> void ab initio, premium forfeited."
Does Saral Jeevan Bima exclude suicide?,REFERENCE ANSWER: Suicide excluded for 12 months (only exclusion). | EXPECTED CITATIONS: SJB cl.8,Suicide excluded for 12 months (only exclusion).
Could you tell me: Is there a waiting period for critical illness under Saral Suraksha Bima?,REFERENCE ANSWER: CI: 90-day wait; death within 30 days of diagnosis excluded. | EXPECTED CITATIONS: SSB cl.1,CI: 90-day wait; death within 30 days of diagnosis excluded.
Could you tell me: Does Saral Suraksha Bima cover nuclear damage?,REFERENCE ANSWER: Nuclear/radioactive hazards excluded. | EXPECTED CITATIONS: SSB cl.3,Nuclear/radioactive hazards excluded.
Could you tell me: Is war damage excluded under Saral Suraksha Bima?,REFERENCE ANSWER: War/invasion/hostilities excluded. | EXPECTED CITATIONS: SSB cl.3,War/invasion/hostilities excluded.
Could you tell me: Does Saral Suraksha Bima cover suicide?,REFERENCE ANSWER: Suicide/self-injury excluded from PA cover. | EXPECTED CITATIONS: SSB cl.3,Suicide/self-injury excluded from PA cover.
Could you tell me: Are claims covered if the insured was drunk under Saral Suraksha Bima?,REFERENCE ANSWER: Under-influence-of-liquor claims excluded. | EXPECTED CITATIONS: SSB cl.3,Under-influence-of-liquor claims excluded.
Could you tell me: Does Saral Suraksha Bima cover adventure sports injuries?,REFERENCE ANSWER: Adventurous-sports injuries excluded. | EXPECTED CITATIONS: SSB cl.3,Adventurous-sports injuries excluded.
What is the room rent limit under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — the room rent limit under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the room rent limit under Arogya Sanjeevani is not present in the indexed policy wordings.
What is the co-payment under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — the co-payment clause under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the co-payment clause under Arogya Sanjeevani is not present in the indexed policy wordings.
What is the hospitalisation cover under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — the hospitalisation cover under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the hospitalisation cover under Arogya Sanjeevani is not present in the indexed policy wordings.
What is the waiting period for pre-existing diseases under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — the pre-existing disease waiting period under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the pre-existing disease waiting period under Arogya Sanjeevani is not present in the indexed policy wordings.
Does Arogya Sanjeevani cover maternity?,REFERENCE ANSWER: Refusal — maternity cover under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — maternity cover under Arogya Sanjeevani is not present in the indexed policy wordings.
Are day-care procedures covered under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — day-care procedure cover under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — day-care procedure cover under Arogya Sanjeevani is not present in the indexed policy wordings.
What does third-party motor insurance cover?,REFERENCE ANSWER: Refusal — third-party motor insurance cover is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — third-party motor insurance cover is not present in the indexed policy wordings.
What is covered under home insurance in India?,REFERENCE ANSWER: Refusal — home insurance cover in India is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — home insurance cover in India is not present in the indexed policy wordings.
What does travel insurance cover?,REFERENCE ANSWER: Refusal — travel insurance cover is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — travel insurance cover is not present in the indexed policy wordings.
What is the grace period for premium payment under Saral Jeevan Bima?,REFERENCE ANSWER: Refusal — the premium grace period under Saral Jeevan Bima is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the premium grace period under Saral Jeevan Bima is not present in the indexed policy wordings.
Can I take a loan against Saral Jeevan Bima?,REFERENCE ANSWER: Refusal — policy loans under Saral Jeevan Bima is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — policy loans under Saral Jeevan Bima is not present in the indexed policy wordings.
Is a super top-up health cover available here?,REFERENCE ANSWER: Refusal — top-up or super top-up health cover is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — top-up or super top-up health cover is not present in the indexed policy wordings.
Does Arogya Sanjeevani cap room rent?,REFERENCE ANSWER: Refusal — the room rent limit under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the room rent limit under Arogya Sanjeevani is not present in the indexed policy wordings.
Does Arogya Sanjeevani have a co-pay?,REFERENCE ANSWER: Refusal — the co-payment clause under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the co-payment clause under Arogya Sanjeevani is not present in the indexed policy wordings.
What hospital expenses does Arogya Sanjeevani pay?,REFERENCE ANSWER: Refusal — the hospitalisation cover under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the hospitalisation cover under Arogya Sanjeevani is not present in the indexed policy wordings.
How long is the PED waiting period in Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — the pre-existing disease waiting period under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the pre-existing disease waiting period under Arogya Sanjeevani is not present in the indexed policy wordings.
Is childbirth covered under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — maternity cover under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — maternity cover under Arogya Sanjeevani is not present in the indexed policy wordings.
Does Arogya Sanjeevani pay for day-care treatments?,REFERENCE ANSWER: Refusal — day-care procedure cover under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — day-care procedure cover under Arogya Sanjeevani is not present in the indexed policy wordings.
Is motor third-party liability covered here?,REFERENCE ANSWER: Refusal — third-party motor insurance cover is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — third-party motor insurance cover is not present in the indexed policy wordings.
Does this corpus cover home insurance?,REFERENCE ANSWER: Refusal — home insurance cover in India is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — home insurance cover in India is not present in the indexed policy wordings.
Is overseas travel medical cover included here?,REFERENCE ANSWER: Refusal — travel insurance cover is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — travel insurance cover is not present in the indexed policy wordings.
How many days' grace does Saral Jeevan Bima give for premiums?,REFERENCE ANSWER: Refusal — the premium grace period under Saral Jeevan Bima is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the premium grace period under Saral Jeevan Bima is not present in the indexed policy wordings.
Does Saral Jeevan Bima allow policy loans?,REFERENCE ANSWER: Refusal — policy loans under Saral Jeevan Bima is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — policy loans under Saral Jeevan Bima is not present in the indexed policy wordings.
Does the corpus describe a top-up health plan?,REFERENCE ANSWER: Refusal — top-up or super top-up health cover is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — top-up or super top-up health cover is not present in the indexed policy wordings.
Could you tell me: What is the room rent limit under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — the room rent limit under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the room rent limit under Arogya Sanjeevani is not present in the indexed policy wordings.
Could you tell me: What is the co-payment under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — the co-payment clause under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the co-payment clause under Arogya Sanjeevani is not present in the indexed policy wordings.
Could you tell me: What is the hospitalisation cover under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — the hospitalisation cover under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the hospitalisation cover under Arogya Sanjeevani is not present in the indexed policy wordings.
Could you tell me: What is the waiting period for pre-existing diseases under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — the pre-existing disease waiting period under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the pre-existing disease waiting period under Arogya Sanjeevani is not present in the indexed policy wordings.
Could you tell me: Does Arogya Sanjeevani cover maternity?,REFERENCE ANSWER: Refusal — maternity cover under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — maternity cover under Arogya Sanjeevani is not present in the indexed policy wordings.
Could you tell me: Are day-care procedures covered under Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — day-care procedure cover under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — day-care procedure cover under Arogya Sanjeevani is not present in the indexed policy wordings.
Could you tell me: What does third-party motor insurance cover?,REFERENCE ANSWER: Refusal — third-party motor insurance cover is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — third-party motor insurance cover is not present in the indexed policy wordings.
Could you tell me: What is covered under home insurance in India?,REFERENCE ANSWER: Refusal — home insurance cover in India is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — home insurance cover in India is not present in the indexed policy wordings.
Could you tell me: What does travel insurance cover?,REFERENCE ANSWER: Refusal — travel insurance cover is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — travel insurance cover is not present in the indexed policy wordings.
Could you tell me: What is the grace period for premium payment under Saral Jeevan Bima?,REFERENCE ANSWER: Refusal — the premium grace period under Saral Jeevan Bima is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the premium grace period under Saral Jeevan Bima is not present in the indexed policy wordings.
Could you tell me: Can I take a loan against Saral Jeevan Bima?,REFERENCE ANSWER: Refusal — policy loans under Saral Jeevan Bima is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — policy loans under Saral Jeevan Bima is not present in the indexed policy wordings.
Could you tell me: Is a super top-up health cover available here?,REFERENCE ANSWER: Refusal — top-up or super top-up health cover is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — top-up or super top-up health cover is not present in the indexed policy wordings.
Could you tell me: Does Arogya Sanjeevani cap room rent?,REFERENCE ANSWER: Refusal — the room rent limit under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the room rent limit under Arogya Sanjeevani is not present in the indexed policy wordings.
Could you tell me: Does Arogya Sanjeevani have a co-pay?,REFERENCE ANSWER: Refusal — the co-payment clause under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the co-payment clause under Arogya Sanjeevani is not present in the indexed policy wordings.
Could you tell me: What hospital expenses does Arogya Sanjeevani pay?,REFERENCE ANSWER: Refusal — the hospitalisation cover under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the hospitalisation cover under Arogya Sanjeevani is not present in the indexed policy wordings.
Could you tell me: How long is the PED waiting period in Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — the pre-existing disease waiting period under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the pre-existing disease waiting period under Arogya Sanjeevani is not present in the indexed policy wordings.
What is the difference between Saral Jeevan Bima and Saral Suraksha Bima?,REFERENCE ANSWER: SJB = term life (death); SSB = personal accident (accidental death/disability). | EXPECTED CITATIONS: SJB cl.1|SSB cl.1,SJB = term life (death); SSB = personal accident (accidental death/disability).
Can I hold both Saral Jeevan Bima and Saral Suraksha Bima?,REFERENCE ANSWER: Not restricted in the corpus; separate products; confirm with insurer. | EXPECTED CITATIONS: SJB cl.1|SSB cl.1,Not restricted in the corpus; separate products; confirm with insurer.
What is IRDAI and what is its role in these policies?,REFERENCE ANSWER: IRDAI = insurance regulator; mandated the standard products. | EXPECTED CITATIONS: Arogya cl.1,IRDAI = insurance regulator; mandated the standard products.
Which policy covers accidental death?,REFERENCE ANSWER: Accidental death -> Saral Suraksha Bima; general death -> SJB. | EXPECTED CITATIONS: SSB cl.2|SJB cl.1,Accidental death -> Saral Suraksha Bima; general death -> SJB.
Which policy pays if I die of natural causes?,REFERENCE ANSWER: Natural-cause death -> SJB; SSB is accident-only. | EXPECTED CITATIONS: SJB cl.1|SSB cl.2,Natural-cause death -> SJB; SSB is accident-only.
Why are these called standard products?,REFERENCE ANSWER: IRDAI-standardised features/wording for comparability and less mis-selling. | EXPECTED CITATIONS: SJB cl.1,IRDAI-standardised features/wording for comparability and less mis-selling.
Is Arogya Sanjeevani related to the Saral products?,"REFERENCE ANSWER: All IRDAI-standard; Arogya = health, Saral = life/accident. | EXPECTED CITATIONS: Arogya cl.1|SJB cl.1","All IRDAI-standard; Arogya = health, Saral = life/accident."
How do Saral Jeevan Bima and Saral Suraksha Bima differ?,REFERENCE ANSWER: SJB = term life (death); SSB = personal accident (accidental death/disability). | EXPECTED CITATIONS: SJB cl.1|SSB cl.1,SJB = term life (death); SSB = personal accident (accidental death/disability).
Am I allowed to take both the Saral life and accident policies?,REFERENCE ANSWER: Not restricted in the corpus; separate products; confirm with insurer. | EXPECTED CITATIONS: SJB cl.1|SSB cl.1,Not restricted in the corpus; separate products; confirm with insurer.
What role does IRDAI play in Arogya Sanjeevani?,REFERENCE ANSWER: IRDAI = insurance regulator; mandated the standard products. | EXPECTED CITATIONS: Arogya cl.1,IRDAI = insurance regulator; mandated the standard products.
"If I want accidental death cover, which of these policies applies?",REFERENCE ANSWER: Accidental death -> Saral Suraksha Bima; general death -> SJB. | EXPECTED CITATIONS: SSB cl.2|SJB cl.1,Accidental death -> Saral Suraksha Bima; general death -> SJB.
Which of these covers death from illness rather than accident?,REFERENCE ANSWER: Natural-cause death -> SJB; SSB is accident-only. | EXPECTED CITATIONS: SJB cl.1|SSB cl.2,Natural-cause death -> SJB; SSB is accident-only.
What does it mean that Saral Jeevan Bima is a standard product?,REFERENCE ANSWER: IRDAI-standardised features/wording for comparability and less mis-selling. | EXPECTED CITATIONS: SJB cl.1,IRDAI-standardised features/wording for comparability and less mis-selling.
How does Arogya Sanjeevani relate to Saral Jeevan Bima and Saral Suraksha Bima?,"REFERENCE ANSWER: All IRDAI-standard; Arogya = health, Saral = life/accident. | EXPECTED CITATIONS: Arogya cl.1|SJB cl.1","All IRDAI-standard; Arogya = health, Saral = life/accident."
Could you tell me: What is the difference between Saral Jeevan Bima and Saral Suraksha Bima?,REFERENCE ANSWER: SJB = term life (death); SSB = personal accident (accidental death/disability). | EXPECTED CITATIONS: SJB cl.1|SSB cl.1,SJB = term life (death); SSB = personal accident (accidental death/disability).
Could you tell me: Can I hold both Saral Jeevan Bima and Saral Suraksha Bima?,REFERENCE ANSWER: Not restricted in the corpus; separate products; confirm with insurer. | EXPECTED CITATIONS: SJB cl.1|SSB cl.1,Not restricted in the corpus; separate products; confirm with insurer.
Could you tell me: What is IRDAI and what is its role in these policies?,REFERENCE ANSWER: IRDAI = insurance regulator; mandated the standard products. | EXPECTED CITATIONS: Arogya cl.1,IRDAI = insurance regulator; mandated the standard products.
Could you tell me: Which policy covers accidental death?,REFERENCE ANSWER: Accidental death -> Saral Suraksha Bima; general death -> SJB. | EXPECTED CITATIONS: SSB cl.2|SJB cl.1,Accidental death -> Saral Suraksha Bima; general death -> SJB.
Could you tell me: Which policy pays if I die of natural causes?,REFERENCE ANSWER: Natural-cause death -> SJB; SSB is accident-only. | EXPECTED CITATIONS: SJB cl.1|SSB cl.2,Natural-cause death -> SJB; SSB is accident-only.
Could you tell me: Why are these called standard products?,REFERENCE ANSWER: IRDAI-standardised features/wording for comparability and less mis-selling. | EXPECTED CITATIONS: SJB cl.1,IRDAI-standardised features/wording for comparability and less mis-selling.
