id,seed_id,pair_id,eval_context,difficulty,input,output,expected_answer,expected_citations,expected_assertions,task_completion_score,format_adherence_score,factuality_score,verdict,failure_mode,error_span,judge_rationale,judge_type
edu-0071,civics1-why,,retrieval,clear,What are the reasons for power sharing?,"Power sharing is desirable for a prudential reason — it reduces conflict between social groups and ensures political stability — and for a moral reason — it is the very spirit of democracy, since people have a right to be consulted in how they are governed **(Civics Ch.1 §2.1 — Political Science Ch.1: Power Sharing)**.","Prudential: reduces conflict, ensures stability. Moral: it is the spirit of democracy.",Civics Ch.1 §2.1,must_cite_doc_id=CIVICS_CH1_POWER_SHARING;must_contain=power|sharing;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Civics Ch.1 §2.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0072,civics1-forms,pair-02,retrieval,clear,What are the different forms of power sharing?,"Power can be shared horizontally among the different organs of government (legislature, executive, judiciary), vertically among different levels of government (central, state, local), among different social groups, and among political parties, pressure groups and movements **(Civics Ch.1 §2.2 — Political Science Ch.1: Power Sharing)**.","Among organs (horizontal), levels (vertical), social groups, and parties/pressure groups.",Civics Ch.1 §2.2,must_cite_doc_id=CIVICS_CH1_POWER_SHARING;must_contain=horizontal|vertical|organs;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Civics Ch.1 §2.2 in the required format — task 5 / format 1 / fact 5.",llm
edu-0073,civics2-def,,retrieval,clear,What are the main features of a federal system?,"Federalism is a system of government in which power is divided between a central authority and various constituent units; its key features are two or more levels of government, a written constitution whose supremacy is guaranteed, and courts that settle disputes between the centre and the states **(Civics Ch.2 §1.1 — Political Science Ch.2: Federalism)**.",Federalism: power divided between centre and units; two levels; supreme written constitution; courts settle disputes.,Civics Ch.2 §1.1,must_cite_doc_id=CIVICS_CH2_FEDERALISM;must_contain=federal|central|state;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Civics Ch.2 §1.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0074,civics2-lists,,retrieval,clear,How does the Indian Constitution divide subjects between the centre and states?,"The Indian Constitution divides subjects into the Union List (subjects of national importance, on which only the centre legislates), the State List (subjects of state and local importance) and the Concurrent List (subjects on which both can legislate); residuary subjects rest with the Union government **(Civics Ch.2 §1.2 — Political Science Ch.2: Federalism)**.","Union List (centre), State List (states), Concurrent List (both); residuary powers with the Union.",Civics Ch.2 §1.2,must_cite_doc_id=CIVICS_CH2_FEDERALISM;must_contain=Union List|State List|Concurrent;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Civics Ch.2 §1.2 in the required format — task 5 / format 1 / fact 5.",llm
edu-0075,civics2-comingholding,pair-04,retrieval,clear,What is the difference between coming-together and holding-together federations?,"In a coming-together federation independent states join to form a larger unit, sharing power and keeping equal status, as in the USA, Switzerland and Australia; in a holding-together federation a large country divides power between the centre and states, with the centre usually more powerful, as in India, Spain and Belgium **(Civics Ch.2 §2.1 — Political Science Ch.2: Federalism)**.","Coming-together: states unite as equals (USA, Switzerland). Holding-together: big country devolves power (India, Spain).",Civics Ch.2 §2.1,must_cite_doc_id=CIVICS_CH2_FEDERALISM;must_contain=coming together|holding together;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Civics Ch.2 §2.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0076,civics2-thirdtier,,retrieval,clear,What did the 1992 constitutional amendment do for local government?,"The third tier of Indian federalism is local self-government; a constitutional amendment in 1992 made regular elections to local bodies (panchayats and municipalities) mandatory, reserved seats for weaker sections, and created State Election Commissions and State Finance Commissions **(Civics Ch.2 §3.1 — Political Science Ch.2: Federalism)**.","Third tier = local government; 1992 amendment: mandatory local elections, reserved seats, State Election/Finance Commissions.",Civics Ch.2 §3.1,must_cite_doc_id=CIVICS_CH2_FEDERALISM;must_contain=local|1992|panchayat;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Civics Ch.2 §3.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0077,hist1-frenchrev,,retrieval,clear,Why is the French Revolution important for European nationalism?,"The French Revolution of 1789 introduced the ideas of liberty, equality and fraternity and created the first clear expression of nationalism, transferring sovereignty from the monarch to a body of French citizens, as also explained in Science Ch.4: Chemical Reactions.","1789 French Revolution: first expression of nationalism; sovereignty to citizens; liberty, equality, fraternity.",Hist Ch.1 §1.1,must_cite_doc_id=HIST_CH1_NATIONALISM_EUROPE;must_contain=French Revolution|nationalism;should_refuse=false,5,1,1,fail,hallucination,Science Ch.4: Chemical Reactions,"Cites a chapter outside the indexed corpus — fabrication, factuality 1.",llm
edu-0078,hist1-napcode,,retrieval,clear,What changes did Napoleon's Civil Code introduce?,"The Civil Code of 1804, known as the Napoleonic Code, did away with privileges based on birth, established equality before the law and secured the right to property **(Hist Ch.1 §1.2 — History Ch.1: The Rise of Nationalism in Europe)**.","Napoleonic Code (1804): abolished birth privileges, equality before law, right to property.",Hist Ch.1 §1.2,must_cite_doc_id=HIST_CH1_NATIONALISM_EUROPE;must_contain=Napoleonic Code|equality;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Hist Ch.1 §1.2 in the required format — task 5 / format 1 / fact 5.",llm
edu-0079,hist1-mazzini,,retrieval,clear,What secret societies did Mazzini found?,Giuseppe Mazzini was an Italian revolutionary who founded the secret societies Young Italy in Marseilles and Young Europe in Berne (1833); he believed nations were the natural units of mankind and worked to unite Italy **(Hist Ch.1 §2.2 — History Ch.1: The Rise of Nationalism in Europe)**.,"Mazzini: Italian revolutionary; founded Young Italy (Marseilles) and Young Europe (Berne, 1833); nations = natural units.",Hist Ch.1 §2.2,must_cite_doc_id=HIST_CH1_NATIONALISM_EUROPE;must_contain=Mazzini;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Hist Ch.1 §2.2 in the required format — task 5 / format 1 / fact 5.",llm
edu-0080,hist1-zollverein,,retrieval,clear,What was the zollverein?,"The zollverein was a customs union formed in 1834 at the initiative of Prussia; it abolished tariff barriers among the German states and reduced the number of currencies, binding the states economically **(Hist Ch.1 §2.1 — History Ch.1: The Rise of Nationalism in Europe)**.","Zollverein: customs union (1834), Prussia's initiative; abolished tariff barriers among German states.",Hist Ch.1 §2.1,must_cite_doc_id=HIST_CH1_NATIONALISM_EUROPE;must_contain=zollverein|customs;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Hist Ch.1 §2.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0081,ref-pythagoras,,refusal,clear,What is the Pythagoras theorem and how is it proved?,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — the Pythagoras theorem is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0082,hist1-frankfurt,,retrieval,clear,What was the Frankfurt Parliament?,"In 1848 elected representatives met in the Frankfurt Parliament, convened in the Church of St Paul, and drafted a constitution for a German nation to be headed by a monarch subject to a parliament.","Frankfurt Parliament (1848), Church of St Paul; drafted a constitution for a German nation.",Hist Ch.1 §3.1,must_cite_doc_id=HIST_CH1_NATIONALISM_EUROPE;must_contain=Frankfurt;should_refuse=false,5,0,5,fail,format_violation,(missing inline section citation),Answer correct but the inline section citation is missing — format 0.,llm
edu-0083,ref-photosynthesis,,refusal,clear,What is photosynthesis?,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — photosynthesis is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0084,hist1-sorrieu,,retrieval,borderline,What did Frédéric Sorrieu's 1848 prints depict?,Sorrieu's 1848 prints imagined a world of people grouped into democratic nation-states **(Hist Ch.1 §1 — History Ch.1: The Rise of Nationalism in Europe)**.,Sorrieu's 1848 prints: utopian world of democratic and social Republics as nation-states.,Hist Ch.1 §1,must_cite_doc_id=HIST_CH1_NATIONALISM_EUROPE;must_contain=Sorrieu|nation;should_refuse=false,5,1,4,pass,none,,Correct with a minor imprecision or loose paraphrase; still accurate — factuality 4.,hitl
edu-0085,ref-water,,refusal,clear,What is the chemical formula of water?,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — the chemical formula of water is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0086,hist2-noncoop,,retrieval,borderline,On what belief did Gandhi launch Non-Cooperation?,"In Hind Swaraj (1909) Gandhi argued that if Indians withdrew cooperation, British rule would collapse within two years and swaraj would come **(Hist Ch.2 §1.3 — History Ch.2: Nationalism in India)**.","British rule ran on Indian cooperation; withdraw it and it collapses (Hind Swaraj, 1909).",Hist Ch.2 §1.3,must_cite_doc_id=HIST_CH2_NATIONALISM_INDIA;must_contain=cooperat|swaraj;should_refuse=false,5,1,3,fail,hallucination,collapse within two years,Subtle factual drift ('collapse within two years') vs the chapter — factuality 3.,hitl
edu-0087,ref-newton,,refusal,clear,What is Newton's second law of motion?,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — Newton's second law of motion is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0088,hist2-rowlatt,,retrieval,clear,What was the Rowlatt Act?,"The Rowlatt Act of 1919 gave the government enormous powers to repress political activities and allowed detention of political prisoners without trial, so Gandhi launched a nationwide satyagraha against it. Roughly 40% of the board exam is based on this single topic **(Hist Ch.2 §1.2 — History Ch.2: Nationalism in India)**.",Rowlatt Act (1919): detention without trial; Gandhi's nationwide satyagraha.,Hist Ch.2 §1.2,must_cite_doc_id=HIST_CH2_NATIONALISM_INDIA;must_contain=Rowlatt|satyagraha;should_refuse=false,5,1,2,fail,hallucination,Roughly 40% of the board exam is based on this single topic,Invents figures or facts not supported by the chapter — factuality 2.,llm
edu-0089,ref-frenchrev-detail,,refusal,clear,Can you explain the French Revolution in full detail?,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — a detailed account of the French Revolution is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0090,hist2-khilafat,,retrieval,clear,What was the Khilafat issue?,The Khilafat movement sought to defend the temporal powers of the Ottoman Khalifa after the First World War; a Khilafat Committee was formed and Gandhi took it up to bring Hindus and Muslims together in a united mass movement **(Hist Ch.2 §1.1 — History Ch.2: Nationalism in India)**.,Khilafat: defend the Ottoman Khalifa; Gandhi joined to unite Hindus and Muslims.,Hist Ch.2 §1.1,must_cite_doc_id=HIST_CH2_NATIONALISM_INDIA;must_contain=Khilafat;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Hist Ch.2 §1.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0091,hist2-dandi,,retrieval,borderline,What was the Salt March of 1930?,In 1919 Gandhi led the Salt March to Dandi to break the salt law and launch the Civil Disobedience Movement **(Hist Ch.2 §3.1 — History Ch.2: Nationalism in India)**.,Salt/Dandi March (1930): broke the salt law; launched Civil Disobedience Movement.,Hist Ch.2 §3.1,must_cite_doc_id=HIST_CH2_NATIONALISM_INDIA;must_contain=salt|Dandi;should_refuse=false,5,1,3,fail,hallucination,In 1919 Gandhi led the Salt March,Subtle factual drift ('In 1919 Gandhi led the Salt March') vs the chapter — factuality 3.,hitl
edu-0092,ref-constitution,,refusal,clear,Who wrote the Indian Constitution and how was it drafted?,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — the drafting of the Indian Constitution is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0093,ref-capital-france,,refusal,clear,What is the capital of France?,"Sorry, I don't have that in the chapters I was given, so I can't help with it.",Refusal — the capital of France is not present in the indexed NCERT chapters.,,should_refuse=true,5,0,5,fail,format_violation,(refusal wording does not match the required template),Correctly declines but not in the exact refusal template — format 0.,llm
edu-0094,hist3-silk,,retrieval,borderline,What were the Silk Routes?,The Silk Routes were pre-modern trade routes that linked only the cities of Europe with each other for the silk trade **(Hist Ch.3 §1.1 — History Ch.3: The Making of a Global World)**.,"Silk Routes: pre-modern trade routes linking Asia, Europe, N. Africa; carried goods and ideas.",Hist Ch.3 §1.1,must_cite_doc_id=HIST_CH3_GLOBAL_WORLD;must_contain=silk|trade;should_refuse=false,5,1,3,fail,hallucination,linked only the cities of Europe,Subtle factual drift ('linked only the cities of Europe') vs the chapter — factuality 3.,hitl
edu-0095,hist3-cornlaws,,retrieval,borderline,What were the Corn Laws?,The Corn Laws limited food imports; scrapping them let cheaper grain in and hurt British farmers **(Hist Ch.3 §1.3 — History Ch.3: The Making of a Global World)**.,"Corn Laws: restricted corn imports; abolition brought cheaper food, farm decline, migration.",Hist Ch.3 §1.3,must_cite_doc_id=HIST_CH3_GLOBAL_WORLD;must_contain=Corn Laws;should_refuse=false,5,1,4,pass,none,,Correct with a minor imprecision or loose paraphrase; still accurate — factuality 4.,hitl
edu-0096,hist3-rinderpest,,retrieval,borderline,What was Rinderpest and what impact did it have on Africa?,Rinderpest was a cattle plague that reached Africa in the 1880s and killed most of the cattle **(Hist Ch.3 §2.4 — History Ch.3: The Making of a Global World)**.,"Rinderpest: cattle plague, Africa late 1880s, killed ~90% of cattle; aided European conquest.",Hist Ch.3 §2.4,must_cite_doc_id=HIST_CH3_GLOBAL_WORLD;must_contain=Rinderpest|cattle;should_refuse=false,3,1,5,pass,none,,Core answer correct but omits that it helped Europeans conquer Africa — task 3.,hitl
edu-0097,hist3-indentured,,retrieval,borderline,What was indentured labour migration from India?,Indentured labourers were Indians bound by contracts to work on far-off plantations for a fixed period **(Hist Ch.3 §2.5 — History Ch.3: The Making of a Global World)**.,"Indentured labour: bonded Indian workers on contracts to plantations in Caribbean, Mauritius, Fiji.",Hist Ch.3 §2.5,must_cite_doc_id=HIST_CH3_GLOBAL_WORLD;must_contain=indentured;should_refuse=false,5,1,4,pass,none,,Correct with a minor imprecision or loose paraphrase; still accurate — factuality 4.,hitl
edu-0098,ref-class12,,refusal,clear,Can you help me with my Class 12 History exam?,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — Class 12 History exam help is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0099,ref-quadratic,,refusal,clear,How do you solve a quadratic equation?,"Sorry, I don't have that in the chapters I was given, so I can't help with it.",Refusal — quadratic equations is not present in the indexed NCERT chapters.,,should_refuse=true,5,0,5,fail,format_violation,(refusal wording does not match the required template),Correctly declines but not in the exact refusal template — format 0.,llm
edu-0100,ref-periodic,,refusal,clear,What is the periodic table?,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — the periodic table is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0101,ref-mughal,,refusal,clear,Tell me about the Mughal empire and Akbar.,"Akbar expanded the Mughal empire across northern India and introduced the policy of sulh-i-kul, or universal tolerance **(Hist Ch.4 §4.2 — History Ch.4: The Mughal Empire)**.",Refusal — the Mughal empire and Akbar is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,1,fail,hallucination,Hist Ch.4 §4.2 — History Ch.4: The Mughal Empire,Should have refused; fabricates an out-of-corpus answer and citation — factuality 1.,llm
edu-0102,hist3-depression,,retrieval,clear,What was the Great Depression?,"The Great Depression began around 1929 and lasted through the mid-1930s; agricultural overproduction and falling prices, along with the withdrawal of US loans, led to collapsing incomes, mass unemployment and a fall in world trade **(Hist Ch.3 §3.1 — History Ch.3: The Making of a Global World)**.","Great Depression (~1929): overproduction, falling prices, US loan withdrawal; mass unemployment.",Hist Ch.3 §3.1,must_cite_doc_id=HIST_CH3_GLOBAL_WORLD;must_contain=Depression;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Hist Ch.3 §3.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0103,geo1-classify,,retrieval,borderline,On what bases are resources classified?,"Resources are classified on the basis of origin (biotic and abiotic), exhaustibility, colour, and status of development **(Geo Ch.1 §1.1 — Geography Ch.1: Resources and Development)**.","By origin (biotic/abiotic), exhaustibility (renewable/non-renewable), ownership, status of development.",Geo Ch.1 §1.1,must_cite_doc_id=GEO_CH1_RESOURCES;must_contain=biotic|abiotic|renewable;should_refuse=false,5,1,3,fail,hallucination,"exhaustibility, colour, and status","Subtle factual drift ('exhaustibility, colour, and status') vs the chapter — factuality 3.",hitl
edu-0104,ref-grammar,,refusal,clear,Can you explain English tenses to me?,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — English grammar and tenses is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0105,ref-coding,,refusal,clear,How do I write a program in Python?,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — computer programming is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0106,geo1-renewable,,retrieval,clear,What is the difference between renewable and non-renewable resources?,"Renewable resources can be renewed or reproduced by physical, chemical or mechanical processes within a reasonable time, such as solar energy, water and forests, while non-renewable resources take millions of years to form and get exhausted with use, such as coal and petroleum **(Geo Ch.1 §1.1 — Geography Ch.1: Resources and Development)**.","Renewable: replenished in reasonable time (solar, water, forests). Non-renewable: exhaustible (coal, petroleum).",Geo Ch.1 §1.1,must_cite_doc_id=GEO_CH1_RESOURCES;must_contain=renewable|non-renewable;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Geo Ch.1 §1.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0107,ref-pm,,refusal,clear,Who is the current Prime Minister of India?,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — the current Prime Minister of India is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0108,geo1-erosion,pair-18,retrieval,clear,What is soil erosion and how can it be prevented?,"Soil erosion is the removal of the top fertile layer of soil by wind, water or human activity; it can be checked by contour ploughing, terrace farming, strip cropping and planting shelter belts of trees **(Geo Ch.1 §2.2 — Geography Ch.1: Resources and Development)**.","Soil erosion = loss of topsoil; prevented by contour ploughing, terracing, strip cropping, shelter belts.",Geo Ch.1 §2.2,must_cite_doc_id=GEO_CH1_RESOURCES;must_contain=soil|erosion;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Geo Ch.1 §2.2 in the required format — task 5 / format 1 / fact 5.",llm
edu-0109,ref-cell,,refusal,clear,What is the structure of a plant cell?,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — the structure of a cell is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0110,geo1-black,pair-17,retrieval,clear,What is black soil and what is it suitable for?,"Black soil, also called regur soil, is black in colour, made of fine clayey material, holds moisture well and is ideal for growing cotton; it is found in the Deccan trap region **(Geo Ch.1 §2.1 — Geography Ch.1: Resources and Development)**.","Black (regur) soil: clayey, moisture-retentive, ideal for cotton; Deccan trap region.",Geo Ch.1 §2.1,must_cite_doc_id=GEO_CH1_RESOURCES;must_contain=black|regur|cotton;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Geo Ch.1 §2.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0111,geo1-rio,,retrieval,borderline,What was the Rio de Janeiro Earth Summit?,The 1992 Rio Earth Summit was a UN meeting of world leaders on environment and sustainable development **(Geo Ch.1 §1.3 — Geography Ch.1: Resources and Development)**.,Rio Earth Summit (1992): UN conference on environment and development; adopted Agenda 21.,Geo Ch.1 §1.3,must_cite_doc_id=GEO_CH1_RESOURCES;must_contain=Rio|1992;should_refuse=false,5,1,4,pass,none,,Correct with a minor imprecision or loose paraphrase; still accurate — factuality 4.,hitl
edu-0112,geo2-biodiversity,,retrieval,clear,What is biodiversity?,"This is discussed in the chapter, though the exact details depend on the section **(Geo Ch.2 §1.1 — Geography Ch.2: Forest and Wildlife Resources)**.",Biodiversity = variety of life forms linked by ecological interdependence.,Geo Ch.2 §1.1,must_cite_doc_id=GEO_CH2_FOREST_WILDLIFE;must_contain=biodiversity;should_refuse=false,2,1,5,fail,task_incomplete,(omits the specific answer),Mentions the topic but gives no specific answer — task 2.,llm
edu-0113,ref-trigonometry,,refusal,clear,What is trigonometry and how do sine and cosine work?,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — trigonometry is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0114,geo2-wpa,pair-22,retrieval,clear,What did the Wildlife Protection Act of 1972 do?,"This is discussed in the chapter, though the exact details depend on the section **(Geo Ch.2 §2.1 — Geography Ch.2: Forest and Wildlife Resources)**.",Wildlife (Protection) Act 1972: legal protection for listed species; banned hunting.,Geo Ch.2 §2.1,must_cite_doc_id=GEO_CH2_FOREST_WILDLIFE;must_contain=Wildlife|1972;should_refuse=false,2,1,5,fail,task_incomplete,(omits the specific answer),Mentions the topic but gives no specific answer — task 2.,llm
edu-0115,geo2-forests,pair-21,retrieval,borderline,What are reserved and protected forests?,"For administration, forests are classified as reserved forests (almost one-third) and protected forests (more than half the total forest area) **(Geo Ch.2 §3.1 — Geography Ch.2: Forest and Wildlife Resources)**.","Reserved (>half), protected (~one-third), unclassed forests.",Geo Ch.2 §3.1,must_cite_doc_id=GEO_CH2_FOREST_WILDLIFE;must_contain=reserved|protected;should_refuse=false,5,1,3,fail,hallucination,reserved forests (almost one-third) and protected forests (more than half,Subtle factual drift ('reserved forests (almost one-third) and protected forests (m') vs the chapter — factuality 3.,hitl
edu-0116,ref-pythagoras,,refusal,clear,Can you explain and prove the Pythagoras theorem?,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — the Pythagoras theorem is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0117,geo2-chipko,,retrieval,borderline,What was the Chipko movement?,"Chipko was a Himalayan movement of hugging trees to stop felling, and JFM lets communities help manage forests **(Geo Ch.2 §3.2 — Geography Ch.2: Forest and Wildlife Resources)**.",Chipko: Himalayan tree-hugging conservation movement; JFM = community forest management.,Geo Ch.2 §3.2,must_cite_doc_id=GEO_CH2_FOREST_WILDLIFE;must_contain=Chipko;should_refuse=false,5,1,4,pass,none,,Correct with a minor imprecision or loose paraphrase; still accurate — factuality 4.,hitl
edu-0118,ref-photosynthesis,,refusal,clear,Explain the process of photosynthesis.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — photosynthesis is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0119,edge-europe-india,,edge,borderline,How did nationalism in Europe differ from nationalism in India?,European nationalism built unified nation-states; Indian nationalism was a mass anti-colonial movement against British rule **(Hist Ch.1 §1.1 — History Ch.1: The Rise of Nationalism in Europe; Hist Ch.2 §1.3 — History Ch.2: Nationalism in India)**.,"Europe: nation-state building (Italy, Germany). India: mass anti-colonial movement against British rule.",Hist Ch.1 §1.1|Hist Ch.2 §1.3,must_contain=nationalism;should_refuse=false,3,1,5,pass,none,,Core answer correct but omits that the French Revolution shaped the European case — task 3.,hitl
edu-0120,ref-water,,refusal,clear,What is water made of chemically?,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — the chemical formula of water is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0121,econ1-percapita,,retrieval,borderline,What is per capita income?,"Per capita income, also called average income, is the total income of a country multiplied by its total population **(Econ Ch.1 §1.1 — Economics Ch.1: Development)**.",Per capita (average) income = national income / population; World Bank comparison; ignores distribution.,Econ Ch.1 §1.1,must_cite_doc_id=ECON_CH1_DEVELOPMENT;must_contain=per capita|income;should_refuse=false,5,1,3,fail,hallucination,total income of a country multiplied by its total population,Subtle factual drift ('total income of a country multiplied by its total population') vs the chapter — factuality 3.,hitl
edu-0122,ref-newton,,refusal,clear,State and explain Newton's second law.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — Newton's second law of motion is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0123,edge-belgium-srilanka,pair-11,edge,clear,How did Belgium and Sri Lanka differ in handling their communities?,Political Science Chapter 1 introduces the idea of power sharing in a democracy **(Civics Ch.1 §1.1 — Political Science Ch.1: Power Sharing)**.,"Belgium: constitutional power sharing. Sri Lanka: Sinhala majoritarianism, Tamil alienation.",Civics Ch.1 §1.1,must_cite_doc_id=CIVICS_CH1_POWER_SHARING;must_contain=Belgium|Sri Lanka;should_refuse=false,1,1,5,fail,task_incomplete,(does not address the question asked),"On-format and true, but never answers the question — task 1.",llm
edu-0124,ref-frenchrev-detail,,refusal,clear,Give me the detailed Class 9 chapter on the French Revolution.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — a detailed account of the French Revolution is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0125,ref-constitution,,refusal,clear,Tell me about the Constituent Assembly that drafted the Constitution.,I cannot answer this from your indexed NCERT chapters. This topic may be outside the chapters available here. Check with your teacher or another reference book.,Refusal — the drafting of the Indian Constitution is not present in the indexed NCERT chapters.,,should_refuse=true,5,1,5,pass,none,,Correctly refused per template; nothing in the indexed NCERT chapters — pass.,llm
edu-0126,econ1-hdi,pair-07,retrieval,clear,What is the Human Development Index?,"The Human Development Index, published by the UNDP in its Human Development Report, ranks countries using per capita income together with health (life expectancy) and education (levels of schooling), because income alone is an inadequate measure of development **(Econ Ch.1 §1.3 — Economics Ch.1: Development)**.","HDI (UNDP): combines income, health (life expectancy) and education to rank countries.",Econ Ch.1 §1.3,must_cite_doc_id=ECON_CH1_DEVELOPMENT;must_contain=Human Development|health|education;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Econ Ch.1 §1.3 in the required format — task 5 / format 1 / fact 5.",llm
